Woonplaats code,Plaats,Plaatsnaam lengte,Postcode,Gemeente,Provincie
,Tussenlanen,11,2861–2861,Krimpenerwaard,Zuid-Holland
,Tusveld,7,7627–7627,Almelo,Overijssel
,De Tuut,7,6629–6629,West Maas en Waal,Gelderland
,Tuuthees,8,5821–5827,Boxmeer,Noord-Brabant
,Tweede Dwarsdiep,16,9515–9515,Aa en Hunze,Drenthe
,Tweede Tol,10,3316–3316,Dordrecht,Zuid-Holland
,Tweehuizen,10,9909–9909,Delfzijl,Groningen
,Tweesluizen,11,4016–4016,Buren,Gelderland
,Twekkelo,8,7547–7547,Enschede,Overijssel
,Ubach over Worms,16,6374–6374,Landgraaf,Limburg
,Ubachsberg,10,6367–6367,Voerendaal,Limburg
,Ubroek,6,5928–5928,Venlo,Limburg
,Uffelsen,8,6012–6012,Leudal,Limburg
,"Uilesprong /De Ulesprong",25,8406–8406,Opsterland,Fryslân
,Uiteinde,8,9905–9905,Delfzijl,Groningen
,Uiteinde,8,9216–9216,Smallingerland,Fryslân
,Uiterburen,10,9636–9636,Midden-Groningen,Groningen
,Uitweg,6,3412–3412,Lopik,Utrecht
,Uitwierde,9,9931–9931,Delfzijl,Groningen
,Ulfterhoek,10,5975–5975,Horst aan de Maas,Limburg
,Ullingen,8,5846–5846,Sint Anthonis,Noord-Brabant
,Ulsda,5,9686–9686,Oldambt,Groningen
,Ulvend,6,6255–6255,Eijsden-Margraten,Limburg
,Ungabuurt,9,8871–8871,Harlingen,Fryslân
,Uppel,5,4286–4286,Altena,Noord-Brabant
,Urkhoven,8,5641–5641,Eindhoven,Noord-Brabant
,Ursem,5,1646–1646,Alkmaar,Noord-Holland
,Usselo,6,7548–7548,Enschede,Overijssel
,Vaareind,8,4839–4839,Breda,Noord-Brabant
,Vaarle,6,5674–5674,"Nuenen, Gerwen en Nederwetten",Noord-Brabant
,Vaars(ch)e Hoef (?),19,5715–5715,Someren,Noord-Brabant
,Vaart,5,5106–5106,Dongen,Noord-Brabant
,Vaartwijk,9,4571–4571,Terneuzen,Zeeland
,Vaesrade,8,6361–6361,Beekdaelen,Limburg
,(De) Val (?),12,4543–4543,Terneuzen,Zeeland
,(De) Val (?),12,4543–4543,Terneuzen,Zeeland
,Valeiskreek,11,4529–4529,Sluis,Zeeland
,Valenberg,9,6611–6611,Heumen,Gelderland
,De Valk,7,6741–6741,Ede,Gelderland
,Valkenheide,11,3953–3953,Utrechtse Heuvelrug,Utrecht
,Valom,5,9981–9982,Het Hogeland,Groningen
,Valsteeg,8,7751–7751,Coevorden,Drenthe
,Valtherblokken,14,7876–7876,Borger-Odoorn,Drenthe
,Valthermussel,13,7877–7877,Borger-Odoorn,Drenthe
,Van Ewijcksluis,15,1761–1761,Hollands Kroon,Noord-Holland
,Varsen,6,7731–7731,Ommen,Overijssel
,Varssel,7,7255–7255,Bronckhorst,Gelderland
,Vebenabos,9,4371–4371,Veere,Zeeland
,De Vecht,8,7396–7396,Voorst,Gelderland
,Vechten,7,3981–3981,Bunnik,Utrecht
,Veecaten,8,8275–8275,Kampen,Overijssel
,Veele,5,9541–9541,Westerwolde,Groningen
,"Het Veen /'t Veen",18,9636–9636,Midden-Groningen,Groningen
,Veendijk,8,7971–7971,Westerveld,Drenthe
,Veenhof,7,9461–9461,Aa en Hunze,Drenthe
,De Veenhuis,11,3861–3861,Nijkerk,Gelderland
,Veenhuizen,10,7751–7751,Coevorden,Drenthe
,Veenhuizen,10,9635–9635,Midden-Groningen,Groningen
,Veenhuizen,10,9591–9591,Stadskanaal,Groningen
,Veenhuizen,10,7983–7983,Westerveld,Drenthe
,Veenhuizerveld,14,3881–3881,Putten,Gelderland
,Veerste(r) Veldhuis,19,9551–9551,Westerwolde,Groningen
,Veld,4,5944–5944,Venlo,Limburg
,Veld-Oostenrijk,15,5961–5961,Horst aan de Maas,Limburg
,Veldbraak,9,5111–5111,Baarle-Nassau,Noord-Brabant
,Velddijk,8,6627–6627,West Maas en Waal,Gelderland
,De Velde,8,8064–8064,Zwartewaterland,Overijssel
,Veldhoek,8,7261–7261,Bronckhorst,Gelderland
,Veldhuis,8,1678–1678,Medemblik,Noord-Holland
,Veldhuizen,10,3454–3454,Utrecht,Utrecht
,Veldhuizen,10,7983–7983,Westerveld,Drenthe
,Veldhunten,10,7076–7076,Oude IJsselstreek,Gelderland
,Veldschuur,10,6171–6171,Stein,Limburg
,Veldstreek,10,9354–9354,Westerkwartier,Groningen
,Veldwijk,8,7251–7251,Bronckhorst,Gelderland
,Veldzicht,9,4515–4515,Sluis,Zeeland
,Veldzicht,9,4507–4507,Sluis,Zeeland
,Velswijk,8,7021–7021,Bronckhorst,Gelderland
,Veluwe,6,6624–6624,Maasdriel,Gelderland
,Vemde,5,8161–8161,Epe,Gelderland
,Ven,3,5761–5761,Gemert-Bakel,Noord-Brabant
,Ven,3,5591–5591,Heeze-Leende,Noord-Brabant
,"Ven Het Ven (?)",22,5461–5461,Meierijstad,Noord-Brabant
,"Ven 't Ven (?)",22,5461–5461,Meierijstad,Noord-Brabant
,Venbergen,9,5556–5556,Valkenswaard,Noord-Brabant
,Veneburen,9,8423–8423,Ooststellingwerf,Fryslân
,Veneind,7,5512–5512,Eersel,Noord-Brabant
,"Venekoten /Fenekoaten",22,8431–8431,Ooststellingwerf,Fryslân
,Venne,5,6086–6086,Leudal,Limburg
,Venweg,6,5131–5131,Alphen-Chaam,Noord-Brabant
,Vergelt,7,5991–5991,Peel en Maas,Limburg
,Verhoven,8,5126–5126,Gilze en Rijen,Noord-Brabant
,Verloren Hoek,13,4841–4841,Breda,Noord-Brabant
,Verlorenhoek,12,5446–5446,Sint Anthonis,Noord-Brabant
,Vernhout,8,5492–5492,Meierijstad,Noord-Brabant
,Vestjenshoek,12,6095–6095,Leudal,Limburg
,Vetterik,8,4661–4661,Bergen op Zoom,Noord-Brabant
,Vianen,6,5434–5434,Cuijk,Noord-Brabant
,Viel,4,6456–6456,Beekdaelen,Limburg
,Vierbannen,10,4273–4273,Altena,Noord-Brabant
,Vierhuis,8,8919–8919,Leeuwarden,Fryslân
,"Vierhuis /Fjouwerhûs",21,8507–8507,De Fryske Marren,Fryslân
,Vierhuizen,10,9909–9909,Delfzijl,Groningen
,Vierhuizen,10,8758–8758,Súdwest-Fryslân,Fryslân
,Vieruitersten,13,5768–5768,Peel en Maas,Limburg
,Vierverlaten,12,9744–9744,Groningen,Groningen
,Vijcie,6,4254–4254,Altena,Noord-Brabant
,Vijfhoek,8,4561–4561,Hulst,Zeeland
,Vijfhoek,8,4725–4726,Roosendaal,Noord-Brabant
,"Vijfhuis /Fijfhûs",18,8774–8774,Súdwest-Fryslân,Fryslân
,Vijfhuizen,10,5133–5133,Goirle,Noord-Brabant
,Vijfhuizen,10,9078–9078,Waadhoeke,Fryslân
,Vijfhuizen,10,4909–4909,Oosterhout,Noord-Brabant
,Vijfhuizen,10,5011–5011,Tilburg,Noord-Brabant
,"Vijfhuizen /Fiifhuzen",22,9145–9145,Noardeast-Fryslân,Fryslân
,Vilgert,7,5941–5941,Venlo,Limburg
,'t Villeken,11,7122–7122,Aalten,Gelderland
,Vilt,4,6325–6325,Valkenburg aan de Geul,Limburg
,Vink,4,6363–6363,Beekdaelen,Limburg
,Vinke(n)kade,12,3645–3645,De Ronde Venen,Utrecht
,Vinkenberg,10,5066–5066,Oisterwijk,Noord-Brabant
,Vinkenbroek,11,4703–4703,Roosendaal,Noord-Brabant
,Vinkepas,8,5975–5975,Horst aan de Maas,Limburg
,Vinkwijk,8,7038–7038,Montferland,Gelderland
,Visberg,7,4756–4756,Steenbergen,Noord-Brabant
,"Visbuurt /Fiskbuorren",22,9145–9145,Noardeast-Fryslân,Fryslân
,Visdonk,7,4707–4707,Roosendaal,Noord-Brabant
,Visschershoek,13,3253–3253,Goeree-Overflakkee,Zuid-Holland
,Visser(s)weert,14,6116–6116,Echt-Susteren,Limburg
,"Vissersburen /Fiskersbuorren",29,8611–8611,Súdwest-Fryslân,Fryslân
,'t Vlaandertje,14,4451–4451,Borsele,Zeeland
,Vlaas,5,6086–6086,Leudal,Limburg
,Vlagberg,8,5845–5845,Sint Anthonis,Noord-Brabant
,Vlagtwedder-Veldhuis,20,9541–9541,Westerwolde,Groningen
,Vlake,5,4417–4417,Reimerswaal,Zeeland
,Vlas,4,5712–5712,Someren,Noord-Brabant
,Vledderhuizen,13,9591–9591,Stadskanaal,Groningen
,Vleet,5,4725–4725,Roosendaal,Noord-Brabant
,Vlengendaal,11,6351–6351,Simpelveld,Limburg
,Vliegert,8,5985–5985,Peel en Maas,Limburg
,Vlieghuis,9,7742–7742,Coevorden,Drenthe
,Vlieland,8,2641–2641,Pijnacker-Nootdorp,Zuid-Holland
,Vliet,5,3421–3421,Oudewater,Utrecht
,Vloeieind,9,5756–5756,Deurne,Noord-Brabant
,Vloeieind,9,5095–5095,Reusel-De Mierden,Noord-Brabant
,Vloet,5,5408–5408,Uden,Noord-Brabant
,Vlootkant,9,6039–6039,Weert,Limburg
,'t Vlot,7,6661–6846,Overbetuwe,Gelderland
,Voederheil,10,5411–5411,Landerd,Noord-Brabant
,Vogelfort,9,4585–4585,Hulst,Zeeland
,Vogelswerf,10,4211–4211,West Betuwe,Gelderland
,Vogelzang,9,6611–6611,Heumen,Gelderland
,Volthe,6,7596–7596,Dinkelland,Overijssel
,Vondelingenplaat,16,3196–3196,Rotterdam,Zuid-Holland
,Het Vonderen,12,6051–6051,Maasgouw,Limburg
,Voordeldonk,11,5721–5721,Asten,Noord-Brabant
,Voordijk,8,5251–5251,Heusden,Noord-Brabant
,Vooreind,8,5096–5096,Reusel-De Mierden,Noord-Brabant
,Voorne,6,6624–6624,Maasdriel,Gelderland
,"Voorrijp /Foarryp",18,8857–8857,Harlingen,Fryslân
,Voorst,6,6061–6061,Roerdalen,Limburg
,De Voorstad,11,5757–5757,Deurne,Noord-Brabant
,Voorste Beersdonk,17,5756–5756,Deurne,Noord-Brabant
,Voorste Brug,12,5556–5556,Valkenswaard,Noord-Brabant
,Voorste Diesdonk,16,5724–5724,Asten,Noord-Brabant
,Voorste Heikant,15,5541–5541,Reusel-De Mierden,Noord-Brabant
,Voorsterveld,12,6061–6061,Roerdalen,Limburg
,Voorstonden,11,6971–6971,Brummen,Gelderland
,De Voort,8,5521–5521,Eersel,Noord-Brabant
,Voort,5,5561–5561,Bergeijk,Noord-Brabant
,Voort,5,5752–5752,Deurne,Noord-Brabant
,"De Voort /Voort (?)",20,5943–5943,Venlo,Limburg
,Voorteind,9,5091–5091,Oirschot,Noord-Brabant
,Voortje,7,5731–5731,Geldrop-Mierlo,Noord-Brabant
,Voorweg,7,2391–2391,Alphen aan den Rijn,Zuid-Holland
,Ten Vorsel,10,5531–5531,Bladel,Noord-Brabant
,De Vorst,8,5281–5281,Boxtel,Noord-Brabant
,De Vorst,8,5975–5975,Horst aan de Maas,Limburg
,"Het Vorst /Vorst",17,5941–5941,Venlo,Limburg
,Vosberg,7,5891–5981,Peel en Maas,Limburg
,Voske,5,5111–5111,Baarle-Nassau,Noord-Brabant
,Voskuil,7,8094–8094,Oldebroek,Gelderland
,Voskuilen,9,3931–3931,Woudenberg,Utrecht
,Vossebelt,9,7751–7751,Coevorden,Drenthe
,Vosseberg,9,9585–9585,Stadskanaal,Groningen
,Vosseburen,10,8408–8408,Opsterland,Fryslân
,Vosselen,8,5721–5721,Asten,Noord-Brabant
,Vossenberg,10,5424–5424,Gemert-Bakel,Noord-Brabant
,Vossenberg,10,5126–5126,Gilze en Rijen,Noord-Brabant
,'t Vosseneind,13,6582–6582,Heumen,Gelderland
,Vossenpels,10,6681–6681,Lingewaard,Gelderland
,Vossenpels,10,6663–6663,Nijmegen,Gelderland
,Voulwames,9,6241–6241,Meerssen,Limburg
,Vrachelen,9,4911–4911,Oosterhout,Noord-Brabant
,Vreewijk,8,5753–5753,Deurne,Noord-Brabant
,Vriezekoop,10,2451–2451,Kaag en Braassem,Zuid-Holland
,Vrij,4,5853–5853,Bergen,Limburg
,Vrijhoeve,9,5161–5161,Waalwijk,Noord-Brabant
,Vrijhoeven,10,2461–2461,Nieuwkoop,Zuid-Holland
,Vrilkhoven,10,5298–5298,Boxtel,Noord-Brabant
,Vroelen,7,6255–6255,Eijsden-Margraten,Limburg
,Vroenhout,9,4703–4703,Roosendaal,Noord-Brabant
,Vrouwbuurtstermolen,19,9071–9071,Leeuwarden,Fryslân
,Vrouwentroost,13,1431–1431,Aalsmeer,Noord-Holland
,Vuchtschoot,11,4838–4838,Breda,Noord-Brabant
,Vuile Riete,11,7925–7925,De Wolden,Drenthe
,Vuilendam,9,2974–2974,Molenlanden,Zuid-Holland
,Vuilpan,7,4529–4529,Sluis,Zeeland
,Völckerdorp,11,4411–4411,Reimerswaal,Zeeland
,Waalbroek,9,6369–6369,Simpelveld,Limburg
,Waanskinderen,13,4481–4481,Goes,Zeeland
,Waatskamp,9,6035–6035,Nederweert,Limburg
,Wadway,6,1687–1687,Medemblik,Noord-Holland
,Wadwerd,7,9988–9988,Het Hogeland,Groningen
,Wahlwiller,10,6286–6286,Gulpen-Wittem,Limburg
,Waije,5,6086–6086,Leudal,Limburg
,Walderveen,10,6741–6741,Ede,Gelderland
,Walik,5,5561–5561,Bergeijk,Noord-Brabant
,Wals,4,7081–7081,Oude IJsselstreek,Gelderland
,Walsert,7,5446–5446,Sint Anthonis,Noord-Brabant
,Ter Walslage,12,9551–9551,Westerwolde,Groningen
,Wamberg,7,5258–5258,Sint-Michielsgestel,Noord-Brabant
,Wammert,7,8835–8835,Leeuwarden,Fryslân
,War,3,8802–8802,Waadhoeke,Fryslân
,Warm,4,7075–7075,Oude IJsselstreek,Gelderland
,Warniahuizen,12,8495–9245,Heerenveen,Fryslân
,Waspik-Zuid,11,5161–5161,Waalwijk,Noord-Brabant
,Wassinkbrink,12,7021–7021,Bronckhorst,Gelderland
,Waterhoek,9,7273–7273,Berkelland,Gelderland
,Waterkant,9,4664–4664,Bergen op Zoom,Noord-Brabant
,Waterop,7,6271–6271,Gulpen-Wittem,Limburg
,Waterstraat,11,5087–5087,Hilvarenbeek,Noord-Brabant
,Waterval,8,6235–6235,Meerssen,Limburg
,Waver,5,1191–1191,Ouder-Amstel,Noord-Holland
,Weakens,7,8831–8831,Waadhoeke,Fryslân
,Wedderheide,11,9698–9698,Westerwolde,Groningen
,Wedderveer,10,9698–9698,Westerwolde,Groningen
,Weebosch,8,5571–5571,Bergeijk,Noord-Brabant
,Weeg,4,5406–5406,Uden,Noord-Brabant
,Weende,6,9541–9541,Westerwolde,Groningen
,De Weerd,8,6041–6041,Roermond,Limburg
,Weerd,5,6067–6067,Maasgouw,Limburg
,Weerdinge,9,7814–7814,Emmen,Drenthe
,"De Weere /De Weel (?)",22,1732–1732,Hollands Kroon,Noord-Holland
,Weerestein,10,2181–2181,Hillegom,Zuid-Holland
,Weert,5,6231–6231,Meerssen,Limburg
,Weerwille,9,7961–7961,De Wolden,Drenthe
,De Weijer,9,5704–5704,Helmond,Noord-Brabant
,Weijerswold,11,7742–7742,Coevorden,Drenthe
,Weijland,8,2415–2415,Bodegraven-Reeuwijk,Zuid-Holland
,Weijpoort,9,2415–2415,Bodegraven-Reeuwijk,Zuid-Holland
,Weilenseind,11,5126–5126,Gilze en Rijen,Noord-Brabant
,Weimeren,8,4884–4884,Zundert,Noord-Brabant
,Weipoort,8,2381–2381,Zoeterwoude,Zuid-Holland
,Weite,5,9541–9541,Westerwolde,Groningen
,Weitemanslanden,15,7671–7671,Twenterand,Overijssel
,Welberg,7,4651–4651,Steenbergen,Noord-Brabant
,Weleveld,8,7625–7625,Borne,Overijssel
,Well,4,5855–5855,Bergen,Limburg
,Wellseind,9,5325–5325,Maasdriel,Gelderland
,Welsum,6,7722–7722,Dalfsen,Overijssel
,Welsumerveld,12,8196–8196,Olst-Wijhe,Overijssel
,Wely,4,6669–6669,Neder-Betuwe,Gelderland
,Wemmenhove,10,7921–7921,De Wolden,Drenthe
,Wenum,5,7345–7345,Apeldoorn,Gelderland
,"Weper /De Weper",16,8431–8431,Ooststellingwerf,Fryslân
,Weperpolder,11,8431–8431,Ooststellingwerf,Fryslân
,Wercheren,9,6575–6575,Berg en Dal,Gelderland
,Werendijke,10,4374–4374,Veere,Zeeland
,Wernhoutsburg,13,4884–4884,Zundert,Noord-Brabant
,Werveld,7,5441–5441,Boxmeer,Noord-Brabant
,Werven,6,8191–8191,Heerde,Gelderland
,Wesch,5,6255–6255,Eijsden-Margraten,Limburg
,Wessinge,8,8085–8085,Elburg,Gelderland
,Wessinghuizen,13,9591–9591,Stadskanaal,Groningen
,Wessingtange,12,9551–9551,Westerwolde,Groningen
,"West aan Zee /West Oan See",27,8881–8881,Terschelling,Fryslân
,West Geesteren,14,7678–7678,Tubbergen,Overijssel
,West-Souburg,12,4385–4385,Vlissingen,Zeeland
,Westbroek,9,6243–6243,Meerssen,Limburg
,Westdijk,8,3271–3271,Hoeksche Waard,Zuid-Holland
,Westeind,8,9697–9697,Westerwolde,Groningen
,Westeind,8,9636–9636,Midden-Groningen,Groningen
,Het Westeinde,13,1674–1674,Medemblik,Noord-Holland
,Westeinde,9,2391–2391,Alphen aan den Rijn,Zuid-Holland
,Westeinde,9,1764–1786,Hollands Kroon,Noord-Holland
,Westeinde,9,7946–7946,Steenwijkerland,Overijssel
,Westeinde,9,7991–7991,Westerveld,Drenthe
,Westeinde,9,2381–2381,Zoeterwoude,Zuid-Holland
,Westelbeers,11,5091–5091,Oirschot,Noord-Brabant
,Westendorp,10,8166–8166,Epe,Gelderland
,Westeneng,9,6732–6732,Ede,Gelderland
,Westenesch,10,7814–7814,Emmen,Drenthe
,Westenschouwen,14,4328–4328,Schouwen-Duiveland,Zeeland
,"Westerburen /Westerbuorren",27,9295–9295,Noardeast-Fryslân,Fryslân
,Westerdijkshorn,15,9781–9781,Het Hogeland,Groningen
,Westerhorn,10,9988–9988,Het Hogeland,Groningen
,Den Westerhuis,14,7707–7707,Hardenberg,Overijssel
,Westerklooster,14,9977–9977,Het Hogeland,Groningen
,Westerlee,9,2678–2678,Westland,Zuid-Holland
,"Westernijtjerk /Westernijtsjerk",32,9073–9073,Noardeast-Fryslân,Fryslân
,Westerse Bos,12,7761–7761,Emmen,Drenthe
,Westerwijk,10,5081–5081,Hilvarenbeek,Noord-Brabant
,Westerzand,10,9862–9862,Westerkwartier,Groningen
,Westkerke,9,4694–4694,Tholen,Zeeland
,Westlaren,9,9471–9471,Tynaarlo,Drenthe
,Westrik,7,4841–4841,Breda,Noord-Brabant
,Weustenrade,11,6343–6343,Voerendaal,Limburg
,Wevershoek,10,2988–2988,Ridderkerk,Zuid-Holland
,Weverslo,8,5815–5815,Venray,Limburg
,Weverwijk,9,4245–4245,Vijfheerenlanden,Utrecht
,Wezel,5,6604–6604,Wijchen,Gelderland
,Wie,3,9143–9143,Noardeast-Fryslân,Fryslân
,Wieken,6,7081–7081,Oude IJsselstreek,Gelderland
,Wieksloot,9,3763–3763,Soest,Utrecht
,Wielder,7,5973–5973,Horst aan de Maas,Limburg
,Wieldrecht,10,3316–3316,Dordrecht,Zuid-Holland
,Wieler,6,6071–6071,Roermond,Limburg
,De Wielse Hoeven,16,5293–5293,Sint-Michielsgestel,Noord-Brabant
,Wiene,5,7495–7495,Hof van Twente,Overijssel
,Wierhuizen,10,9968–9968,Het Hogeland,Groningen
,Wierren,7,9219–9219,Smallingerland,Fryslân
,Wierum,6,9774–9774,Het Hogeland,Groningen
,Wierumerschouw,14,9833–9833,Westerkwartier,Groningen
,Wiesel,6,7345–7345,Apeldoorn,Gelderland
,"Wijgeest /De Wigeast of
Wygeast (?)",36,9294–9294,Noardeast-Fryslân,Fryslân
,Wijnbergen,10,7007–7007,Doetinchem,Gelderland
,Wijnbergen,10,8166–8166,Epe,Gelderland
,"Wijnjeterpverlaat /Weinterpfallaat",35,9241–9241,Opsterland,Fryslân
,Wijthmen,8,8026–8026,Zwolle,Overijssel
,Wijzend,7,1688–1688,Medemblik,Noord-Holland
,Het Wild,8,5398–5398,Oss,Noord-Brabant
,Wildenborch,11,7244–7244,Bronckhorst,Gelderland
,Wildeplaats,11,9663–9663,Stadskanaal,Groningen
,Wilderhof,9,9939–9939,Midden-Groningen,Groningen
,Wildert,7,4881–4881,Zundert,Noord-Brabant
,Wildervanksterdallen,20,9648–9648,Veendam,Groningen
,Wilhelmsoord,12,7814–7814,Emmen,Drenthe
,Willebrordushoek,16,5466–5466,Meierijstad,Noord-Brabant
,Willemsdorp,11,3316–3316,Dordrecht,Zuid-Holland
,Willemstad,10,9363–9363,Westerkwartier,Groningen
,Willemstad,10,8426–8426,Ooststellingwerf,Fryslân
,Willeskop,9,3421–3421,Oudewater,Utrecht
,Willige Langerak,16,3411–3411,Lopik,Utrecht
,Wilsveen,8,2266–2266,Leidschendam-Voorburg,Zuid-Holland
,Windesheim,10,8015–8015,Zwolle,Overijssel
,'t Winkel,9,5074–5074,Haaren,Noord-Brabant
,Winkel,6,6027–6027,Cranendonck,Noord-Brabant
,Winkel,6,5071–5071,Tilburg,Noord-Brabant
,Winkelshoek,11,7021–7021,Bronckhorst,Gelderland
,Winkelstraat,12,5715–5715,Someren,Noord-Brabant
,Winschoterhoogebrug,19,9697–9697,Westerwolde,Groningen
,Winthagen,9,6367–6367,Voerendaal,Limburg
,(De) Wippert,12,7216–7216,Lochem,Gelderland
,(De) Wippert (?),16,7216–7216,Lochem,Gelderland
,Wirdum,6,9917–9917,Loppersum,Groningen
,Wirdumerdraai,13,9917–9917,Loppersum,Groningen
,Wisbroek,8,6039–6039,Weert,Limburg
,Ter Wisch,9,9551–9551,Westerwolde,Groningen
,Wissekerke,10,4472–4472,Goes,Zeeland
,Wissel,6,8162–8162,Epe,Gelderland
,Witdonk,7,5768–5768,Peel en Maas,Limburg
,Withuis,7,6245–6245,Eijsden-Margraten,Limburg
,Witman,6,7776–7776,Hardenberg,Overijssel
,Witrijt,7,5571–5571,Bergeijk,Noord-Brabant
,Wittebrink,10,7021–7021,Bronckhorst,Gelderland
,Witten,6,9405–9405,Assen,Drenthe
,Witteveen,9,7963–7963,De Wolden,Drenthe
,Wittewierum,11,9792–9792,Groningen,Groningen
,Woerd,5,6628–6628,West Maas en Waal,Gelderland
,Woeste Hoeve,12,7351–7351,Apeldoorn,Gelderland
,Woezik,6,6604–6604,Wijchen,Gelderland
,Wolbert,7,8191–8191,Heerde,Gelderland
,Wolfersveen,11,7021–7021,Bronckhorst,Gelderland
,Wolfhaag,8,6291–6291,Vaals,Limburg
,Wolfhagen,9,6365–6365,Beekdaelen,Limburg
,Wolfsbarge,10,9606–9606,Midden-Groningen,Groningen
,Wolfsbosch,10,5421–5421,Gemert-Bakel,Noord-Brabant
,Wolfshoek,9,5511–5511,Eersel,Noord-Brabant
,Wolfshoek,9,5154–5154,Heusden,Noord-Brabant
,Wolfshuis,9,6269–6269,Eijsden-Margraten,Limburg
,De Wolfsputten,14,5735–5735,Laarbeek,Noord-Brabant
,Wolfswinkel,11,5691–5691,Son en Breugel,Noord-Brabant
,Wollingboermarke,16,9545–9545,Westerwolde,Groningen
,Wollinghuizen,13,9541–9541,Westerwolde,Groningen
,Wonneburen,10,8757–8757,Súdwest-Fryslân,Fryslân
,Woord,5,6605–6605,Wijchen,Gelderland
,De Wopereis,11,7136–7136,Oost Gelre,Gelderland
,Wordragen,9,5324–5324,Maasdriel,Gelderland
,Worsum,6,6611–6611,Heumen,Gelderland
,'t Woud,7,3862–3862,Nijkerk,Gelderland
,Woud,4,5275–5275,Sint-Michielsgestel,Noord-Brabant
,De Woude,8,1489–1489,Castricum,Noord-Holland
,Woudse Dijk,11,2481–2481,Kaag en Braassem,Zuid-Holland
,'t Woudt,8,2636–2636,Midden-Delfland,Zuid-Holland
,Wouwse Hil,10,4725–4725,Roosendaal,Noord-Brabant
,Wulpenbek,9,4542–4542,Terneuzen,Zeeland
,Ter Wupping,11,9591–9591,Stadskanaal,Groningen
,"'t Wytfean /Witveen",20,9261–9261,Tytsjerksteradiel,Fryslân
,Yersekendam,11,4401–4401,Reimerswaal,Zeeland
,"Yndyk /Indijk",14,8635–8635,Súdwest-Fryslân,Fryslân
,Ypelo,5,7468–7468,Wierden,Overijssel
,Zaamslagveer,12,4543–4543,Terneuzen,Zeeland
,Zaarvlaas,9,5761–5761,Gemert-Bakel,Noord-Brabant
,De Zak,6,4441–4441,Borsele,Zeeland
,Zalné,5,8026–8026,Zwolle,Overijssel
,'t Zand,7,5131–5131,Alphen-Chaam,Noord-Brabant
,'t Zand,7,5831–5831,Boxmeer,Noord-Brabant
,'t Zand,7,8051–8051,Hattem,Gelderland
,'t Zand,7,6663–6663,Nijmegen,Gelderland
,'t Zand,7,4254–4254,Altena,Noord-Brabant
,Zand,4,5761–5761,Gemert-Bakel,Noord-Brabant
,Zandberg,8,4023–4023,Buren,Gelderland
,Zandberg,8,4569–4569,Hulst,Zeeland
,Zandberg,8,5988–5988,Peel en Maas,Limburg
,Zandberg,8,5993–5993,Peel en Maas,Limburg
,Zandberg,8,6351–6351,Simpelveld,Limburg
,"Zandbulten /Sânbulten",22,9298–9298,Noardeast-Fryslân,Fryslân
,Zandburen,9,9211–9211,Smallingerland,Fryslân
,Zanddijk,8,4351–4351,Veere,Zeeland
,De Zande,8,8278–8278,Kampen,Overijssel
,Zandeind,8,5133–5133,Goirle,Noord-Brabant
,Zandfort,8,4631–4631,Woensdrecht,Noord-Brabant
,Zandheuvel,10,6685–6685,Lingewaard,Gelderland
,Zandhoek,8,5427–5427,Boekel,Noord-Brabant
,Zandhoek,8,5808–5808,Venray,Limburg
,Zandkant,8,5074–5074,Haaren,Noord-Brabant
,Zandkant,8,5845–5845,Sint Anthonis,Noord-Brabant
,Zandoerle,9,5507–5507,Veldhoven,Noord-Brabant
,Zandplaat,9,4542–4542,Terneuzen,Zeeland
,De Zandput,10,4374–4374,Veere,Zeeland
,'t Zandstervoorwerk,19,9987–9987,Loppersum,Groningen
,Zandstraat,10,4551–4551,Terneuzen,Zeeland
,Zandvoort,9,6691–6691,Lingewaard,Gelderland
,Zandwijk,8,4286–4286,Altena,Noord-Brabant
,Zeedorp,7,4589–4589,Hulst,Zeeland
,Zeegat,6,4567–4567,Hulst,Zeeland
,Zeeland,7,6579–6579,Berg en Dal,Gelderland
,Zeelberg,8,5871–5871,Horst aan de Maas,Limburg
,Zeelberg,8,5556–5556,Valkenswaard,Noord-Brabant
,Zeesse,6,7731–7731,Ommen,Overijssel
,Zeldam,6,7495–7495,Hof van Twente,Overijssel
,Zelder,6,6599–6599,Gennep,Limburg
,Zeldert,7,3828–3828,Amersfoort,Utrecht
,Zelen,5,5981–5981,Peel en Maas,Limburg
,Zelt,4,5066–5066,Oisterwijk,Noord-Brabant
,Zethuis,7,9824–9824,Westerkwartier,Groningen
,Zevenbergen,11,5388–5388,Bernheze,Noord-Brabant
,Zevenbuurt,10,8508–8508,De Fryske Marren,Fryslân
,Zevender,8,3411–3411,Lopik,Utrecht
,Zevenhuis,9,5411–5411,Landerd,Noord-Brabant
,Zevenhuizen,11,3751–3751,Bunschoten,Utrecht
,Zevenhuizen,11,9997–9997,Het Hogeland,Groningen
,Zevenhuizen,11,5595–5595,Heeze-Leende,Noord-Brabant
,Zevenhuizen,11,2374–2374,Kaag en Braassem,Zuid-Holland
,Zevenhuizen,11,9291–9291,Noardeast-Fryslân,Fryslân
,Zevenhuizen,11,4794–4794,Moerdijk,Noord-Brabant
,Zevenhuizen,11,9798–9798,Groningen,Groningen
,Zevenhuizen ?,13,9064–9064,Tytsjerksteradiel,Fryslân
,Zevenhutten,11,5431–5431,Cuijk,Noord-Brabant
,Zevenmorgen,11,4031–4031,Buren,Gelderland
